transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
79,87,102,12/09/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40 ,25/08/1997
80,15,2884,16/12/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90 ,07/12/2005
81,84,759,07/10/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68 ,02/10/1992
82,21,773,27/04/2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74 ,07/05/2011
83,0,3398,01/04/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07 ,05/01/2003
84,33,3297,02/11/2017,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18 ",11/10/1992
85,84,2434,13/02/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14 ,18/12/2004
86,1,1861,19/07/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,28/09/2004
87,27,1233,23/05/2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72 ,05/08/1991
88,31,1390,06/08/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36 ,20/04/1993
89,0,2682,04/04/2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21 ,05/05/2010
90,62,439,15/08/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72 ,23/06/1993
91,17,1579,15/04/2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80 ,05/04/1996
92,73,2984,25/07/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18 ,22/05/2000
93,33,3470,28/11/2017,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18 ",04/12/1999
94,86,1,23/12/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07 ,10/05/2005
95,45,757,26/02/2017,FALSE,Approved,Solex,Standard,medium,medium,441.49,$84.99 ,12/04/1993
96,1,1778,21/02/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,16/04/2011
97,80,211,31/05/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84 ,18/12/2004
98,49,333,23/06/2017,,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13 ,21/07/2003
99,95,32,26/03/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43 ,10/09/2003
100,0,119,31/07/2017,FALSE,Approved,Solex,Standard,medium,medium,478.16,$298.72 ,17/12/1998
101,18,2347,27/07/2017,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18 ,10/08/2015
102,4,2353,14/04/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48 ,16/04/2011
103,33,788,12/11/2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18 ",11/10/1992
104,78,1468,12/09/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48 ,25/07/2004
105,89,821,26/10/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74 ,09/06/2013
106,70,2489,15/02/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43 ,11/04/2015
107,79,2710,22/12/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01 ,09/09/2003
108,26,947,11/10/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63 ,26/05/1993
109,39,1335,27/03/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48 ,01/10/2006
110,36,1076,04/11/2017,FALSE,Approved,Solex,Standard,low,medium,945.04,$507.58 ,19/12/1995
111,0,3320,11/06/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93 ,17/06/2015
112,84,779,09/10/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68 ,02/10/1992
113,98,3296,07/06/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03 ,06/05/1991
114,75,455,24/10/2017,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95 ,09/09/2003
115,76,1779,01/05/2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85 ,10/05/2005
116,72,2703,21/11/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30 ,10/01/2011
117,42,806,24/03/2017,FALSE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90 ",12/04/1993
118,20,22,21/03/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47 ",05/05/2010
119,64,1591,20/02/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55 ,22/10/2005
120,0,678,16/06/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43 ,11/04/2015
121,25,50,04/12/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65 ,11/10/1992
122,24,1038,01/12/2017,TRUE,Approved,Solex,Road,medium,large,1777.8,$820.78 ,26/05/1993
123,31,1453,05/03/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36 ,02/08/2015
124,98,1339,21/03/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58 ,09/02/1997
125,22,3382,03/01/2017,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45 ,12/03/2013
126,53,773,01/04/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58 ,21/07/2003
127,84,2503,16/03/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14 ,10/05/2005
128,25,1057,26/02/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65 ,04/02/2016
129,50,1397,05/06/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92 ,18/10/2015
130,44,2134,04/09/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76 ,09/05/2011
131,96,2403,18/01/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77 ",10/10/2002
132,12,1937,28/09/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60 ,17/08/2004
133,93,1282,02/09/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09 ,10/10/2002
134,78,2183,09/05/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48 ,10/07/1991
135,84,1788,17/10/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68 ,22/05/2006
136,65,1170,25/04/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69 ,11/04/2015
137,0,431,23/09/2017,FALSE,Approved,,,,,1942.61,,
138,29,1940,02/08/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09 ,03/11/2000
139,32,2073,25/03/2017,FALSE,Cancelled,Giant Bicycles,Standard,high,medium,1179,$707.40 ,03/11/2000
140,11,462,01/01/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96 ,09/07/2016
141,10,2728,22/12/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18 ,31/08/2002
142,46,2053,25/12/2017,FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51 ,04/06/2012
143,60,2135,26/01/2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85 ",18/05/2012
144,92,1217,20/12/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14 ,21/01/1991
145,7,2992,07/06/2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43 ,07/12/2005
146,41,3261,06/04/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74 ,10/05/1997
147,67,2748,25/04/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84 ,22/10/2005
148,14,3262,13/01/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29 ",05/08/2003
149,89,788,21/03/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74 ,20/04/1993
150,9,3067,21/11/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40 ,09/09/1994
151,31,701,11/11/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18 ,18/03/2003
152,92,648,16/10/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36 ",03/11/2000
153,37,3286,19/08/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82 ,20/07/1999
154,3,3383,06/04/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,29/08/2011
155,56,982,04/11/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88 ,04/02/2016
156,14,676,22/08/2017,TRUE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75 ",09/09/2003
157,6,385,15/09/2017,TRUE,Approved,Solex,Standard,high,medium,748.17,$448.90 ,11/04/2015
158,50,1229,01/03/2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92 ,12/04/2009
159,10,3232,16/08/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25 ,12/03/2013
160,0,3300,27/08/2017,FALSE,Approved,,,,,1656.86,,
161,69,2381,10/07/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68 ,11/04/2015
162,78,371,11/12/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48 ,25/07/2004
163,80,2519,20/05/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84 ,10/08/2015
164,17,2264,30/07/2017,FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80 ,09/11/1996
165,3,2637,25/10/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,09/08/2005
166,78,3262,27/11/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48 ,25/07/2004
167,90,3177,26/04/2017,,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41 ,10/05/2005
168,87,2267,02/02/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40 ,25/08/1997
169,97,456,02/05/2017,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96 ,16/01/2004
170,6,404,16/10/2017,,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73 ,05/08/2003
171,100,3121,22/10/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35 ,06/05/1991
172,55,2365,11/04/2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76 ,21/01/1991
173,100,2528,16/11/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35 ,06/05/1991
174,10,3151,17/12/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25 ,09/09/1994
175,25,3241,23/12/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65 ,22/11/2016
176,74,1335,30/03/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91 ,09/09/2003
177,90,2234,13/04/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41 ,10/05/2005
178,56,3226,25/07/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90 ,04/10/1997
179,62,1365,31/01/2017,FALSE,Approved,Solex,Standard,medium,medium,478.16,$298.72 ,23/06/1993
180,20,3349,18/03/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47 ",05/05/2010
181,17,1002,24/02/2017,FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80 ,07/05/2011
182,16,2282,18/02/2017,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11 ",12/03/2013
183,46,2656,07/01/2017,FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51 ,04/06/2012
184,71,2409,05/07/2017,TRUE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75 ",24/10/1995
185,91,1711,19/11/2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85 ,25/07/2004
186,17,2582,08/11/2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80 ,09/11/1996
187,1,1005,24/07/2017,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95 ,09/09/2003
188,3,1597,15/01/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,15/09/2012
189,56,2713,12/01/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90 ,23/06/1993
190,37,1435,27/11/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82 ,09/05/2011
191,34,1477,30/06/2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72 ,19/03/2008
192,0,1614,15/07/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18 ,10/11/2006
193,12,1254,22/06/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60 ,08/03/2009
194,25,1423,02/05/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65 ,10/01/2011
195,81,276,27/12/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94 ,10/07/1991
196,19,1315,21/12/2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21 ,23/06/1999
197,45,591,23/05/2017,TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99 ,12/04/1993
198,74,1017,02/02/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52 ,28/07/2014
199,33,2123,08/06/2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18 ",11/10/1992
200,57,2889,15/04/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14 ,23/06/1993
201,0,3208,05/09/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13 ,04/06/2012
202,23,2406,26/02/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88 ,10/11/2006
203,67,2041,29/07/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84 ,22/10/2005
204,81,1598,03/07/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94 ,10/07/1991
205,58,1842,27/05/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40 ,18/10/2015
206,5,141,05/05/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48 ,09/08/2005
207,94,1321,09/09/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66 ,09/06/2013
208,51,183,21/05/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40 ",10/04/2012
209,59,2591,22/09/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36 ",05/01/2003
210,63,3356,12/04/2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59 ,02/10/1992
211,40,766,07/05/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90 ,02/02/2006
212,80,1596,13/01/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55 ,22/10/2005
213,82,520,14/12/2017,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18 ,10/08/2015
214,46,868,22/03/2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51 ,10/04/2012
215,78,2999,30/09/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48 ,10/08/2015
216,72,352,29/11/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30 ,06/12/2016
217,75,1140,09/06/2017,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95 ,25/07/2004
218,40,621,21/04/2017,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76 ,21/07/2003
219,2,3307,13/11/2017,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33 ,05/11/2010
220,10,1502,09/04/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25 ,12/03/2013
221,35,936,08/05/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,14/11/2016
222,8,939,08/07/2017,TRUE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13 ",16/04/2011
223,2,2698,30/11/2017,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33 ,05/11/2010
224,69,579,25/04/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68 ,02/10/1992
225,54,2036,30/03/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44 ,12/04/2009
226,8,3077,10/03/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13 ",20/04/1993
227,86,369,16/03/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07 ,10/05/2005
228,13,821,04/04/2017,TRUE,Approved,Solex,Standard,medium,medium,1163.89,$589.27 ,12/03/2013
229,19,2687,13/03/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71 ,29/08/2011
230,86,681,23/12/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07 ,09/06/2013
231,46,37,12/08/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82 ,20/07/1999
232,30,3002,04/08/2017,FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90 ,20/07/1999
233,92,396,01/09/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14 ,21/01/1991
234,71,550,01/09/2017,TRUE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75 ",24/10/1995
235,77,1605,02/07/2017,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10 ,10/01/2011
236,7,2325,31/08/2017,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18 ",18/03/2003
237,23,1420,11/03/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88 ,02/10/1993
238,12,3099,08/10/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60 ,09/09/1994
